,user_id,combined_features
177659,138805,138805 10 paid_rtg_criteonew_intsign up app_android Android App01.0
177661,32723,32723 275 Directebbonus5 app_android Android App01.0
177662,196457,196457 101 Directsign up app_android Android App01.0
177663,99143,99143 158 paid_rtg_criteonew_intpartnership app_android Android App01.0
177665,37086,37086 0 paid_ins_organicfriend app_ios iOS App11.0
177666,205153,205153 77 paid_rtg_criteonew_intpartnership app_android Android App01.0
177668,22185,22185 15 paid_rtg_criteonew_intsign up app_android Android App01.0
177670,164911,164911 35 paid_rtg_criteonew_intfriend app_ios iOS App01.0
177673,981,981 6 paid_ins_organicfriend app_android Android App01.0
177676,221378,221378 0 paid_rtg_criteonew_intfriend app_android Android App11.0
177677,190687,190687 0 Directfriend app_android Android App11.0
177679,241990,241990 43 paid_rtg_criteonew_intfriend app_android Android App01.0
177680,64340,64340 259 paid_rtg_criteonew_intebbonus5 app_android Android App01.0
177681,153268,153268 131 paid_ins_organicsbsong app_ios iOS App01.0
177685,115023,115023 82 paid_ins_Apple Search Adssign up app_ios iOS App04.0
177689,180872,180872 252 paid_ins_organicsign up app_ios iOS App04.0
177690,237182,237182 221 paid_ins_organicsign up app_android Android App04.0
177695,129731,129731 293 paid_ins_organicvip15000 app_android Android App04.0
177697,244036,244036 3 paid_ins_organicpartnership app_android Android App04.0
177698,5430,5430 223 paid_ins_organicebbonus5 app_ios iOS App04.0
177700,113514,113514 6 paid_ins_organicsign up app_ios iOS App04.0
177702,20055,20055 251 Extensionebbonus5 extension Browser Extension04.0
177703,64452,64452 337 Extensionebbonus5 extension Browser Extension04.0
177709,67386,67386 33 paid_ins_organicfriend app_android Android App015.0
177715,172660,172660 0 Paid Searchsign up desktop Web115.0
177717,37239,37239 269 Directebbonus5 app_ios iOS App015.0
177718,127621,127621 276 paid_ins_naverebbonus5 app_android Android App015.0
177719,176143,176143 228 Directebbonus5 app_ios iOS App015.0
177720,225932,225932 7 paid_ins_organicsign up app_ios iOS App015.0
177721,133172,133172 258 paid_ins_organicebbonus5 app_android Android App015.0
177722,2707,2707 0 paid_ins_organicpartnership app_ios iOS App115.0
177725,147965,147965 130 paid_ins_organicsign up app_ios iOS App015.0
177726,154500,154500 105 paid_ins_organicpartnership app_android Android App015.0
177729,38856,38856 49 paid_ins_organicsign up app_android Android App015.0
177731,153130,153130 19 Directfriend app_ios iOS App015.0
177732,239217,239217 0 paid_ins_Facebook Adssign up app_android Android App115.0
177733,218771,218771 222 paid_ins_organicebbonus5 app_ios iOS App015.0
177735,116962,116962 6 paid_ins_organicfriend app_ios iOS App015.0
177736,214820,214820 0 Directfriend app_ios iOS App115.0
177737,71330,71330 65 paid_ins_organicpartnership app_android Android App015.0
177738,67462,67462 52 paid_ins_organicsign up app_ios iOS App015.0
177740,90984,90984 6 paid_ins_Facebook Adssign up app_android Android App015.0
177741,89297,89297 335 paid_ins_organicebbonus5 app_ios iOS App015.0
177742,137267,137267 0 paid_ins_organicpartnership app_ios iOS App115.0
177744,14557,14557 112 paid_ins_restrictedpartnership app_android Android App015.0
177745,112055,112055 9 paid_ins_restrictedsign up app_android Android App015.0
177746,71946,71946 286 paid_ins_organicebbonus5 app_android Android App015.0
177748,127984,127984 0 paid_ins_organicsign up app_android Android App115.0
177750,175703,175703 2 paid_ins_googleadwords_intsign up app_android Android App015.0
177754,51894,51894 8 paid_ins_organicfriend app_ios iOS App015.0
177755,85152,85152 21 paid_ins_af_bannersign up app_ios iOS App015.0
177758,167894,167894 0 paid_ins_organicsign up app_android Android App115.0
177761,96105,96105 21 paid_ins_organicfriend app_ios iOS App015.0
177762,170222,170222 284 paid_ins_organicebbonus5 app_android Android App015.0
177763,129949,129949 40 paid_ins_organicsign up app_ios iOS App015.0
177764,117344,117344 0 paid_ins_organicpartnership app_ios iOS App115.0
177768,135827,135827 247 paid_ins_organicsign up app_android Android App015.0
177771,32654,32654 7 paid_ins_organicpartnership app_android Android App015.0
177772,246135,246135 0 paid_ins_organicsign up app_ios iOS App115.0
177775,9684,9684 1 paid_ins_organicfriend app_ios iOS App015.0
177776,175442,175442 0 paid_ins_Facebook Adssign up app_android Android App115.0
177778,195833,195833 2 paid_ins_organicfriend app_android Android App015.0
177779,137378,137378 311 paid_ins_organicfriend app_android Android App015.0
177780,39514,39514 212 paid_ins_Apple Search Adsebbonus5 app_ios iOS App015.0
177781,181546,181546 1 paid_ins_organicpartnership app_ios iOS App015.0
177782,25030,25030 40 paid_ins_organicsign up app_ios iOS App015.0
177783,109942,109942 331 paid_ins_organicebbonus5 app_ios iOS App015.0
177784,90429,90429 237 paid_ins_organicebbonus5 app_android Android App015.0
177785,142233,142233 292 paid_ins_organicebbonus5 app_android Android App015.0
177788,163354,163354 0 paid_ins_organicsign up app_android Android App115.0
177792,201700,201700 96 paid_ins_organicfriend app_android Android App015.0
177793,174723,174723 33 paid_ins_organicpartnership app_android Android App015.0
177794,151140,151140 0 paid_ins_organicsign up app_android Android App115.0
177797,77185,77185 141 Directfriend app_android Android App015.0
177798,181437,181437 23 paid_ins_organicfriend app_ios iOS App015.0
177799,198948,198948 160 paid_ins_restrictedsign up app_ios iOS App015.0
177802,144664,144664 41 Directsign up desktop Web015.0
177804,239113,239113 0 paid_ins_organicfriend app_android Android App115.0
177806,187420,187420 302 paid_ins_organicebbonus5 app_android Android App015.0
177807,67067,67067 25 paid_ins_organicsign up app_ios iOS App015.0
177810,16661,16661 301 paid_rtg_Facebook Adsebbonus5 app_android Android App015.0
177816,186875,186875 248 paid_ins_organicebbonus5 app_android Android App03.0
177817,9440,9440 255 paid_ins_organicebbonus5 app_ios iOS App03.0
177818,103891,103891 55 paid_ins_organicfriend app_ios iOS App03.0
177821,32909,32909 0 paid_ins_organicsign up app_ios iOS App13.0
177822,148533,148533 0 paid_ins_organicfriend app_ios iOS App13.0
177824,224465,224465 128 paid_ins_restrictedpartnership app_ios iOS App03.0
177825,119746,119746 329 paid_ins_organicebbonus5 app_ios iOS App03.0
177827,238044,238044 0 paid_ins_organicfriend app_ios iOS App13.0
177829,159632,159632 262 paid_ins_organicebbonus5 app_ios iOS App03.0
177834,34570,34570 65 paid_ins_organicpartnership app_ios iOS App03.0
177838,190482,190482 280 paid_ins_organicebbonus5 app_ios iOS App02.0
177842,239146,239146 0 Directfriend app_android Android App12.0
177844,202115,202115 0 paid_ins_organicsign up app_ios iOS App12.0
177847,175983,175983 0 paid_ins_organicsign up app_android Android App12.0
177849,144662,144662 260 Paid Searchebbonus5 desktop Web02.0
177850,93288,93288 255 Directebbonus5 app_ios iOS App02.0
177854,182963,182963 191 Directsign up desktop Web02.0
177855,238918,238918 197 Directsign up app_android Android App05.0
177858,78819,78819 0 Socialpartnership desktop Web15.0
177859,141432,141432 0 paid_ins_organicsign up app_android Android App15.0
177860,89534,89534 159 paid_ins_organicsign up app_ios iOS App05.0
177863,77881,77881 250 Directebbonus5 app_ios iOS App05.0
177865,104009,104009 0 Paid Searchsign up desktop Web15.0
177867,58553,58553 1 paid_ins_Facebook Adssign up app_android Android App05.0
177869,12848,12848 0 paid_ins_organicfriend app_ios iOS App15.0
177873,192417,192417 0 paid_ins_organicfriend app_ios iOS App15.0
177874,176234,176234 315 Newsletterebbonus5 desktop Web05.0
177875,154950,154950 114 paid_ins_organicpartnership app_android Android App05.0
177876,54829,54829 0 paid_ins_organicpartnership app_android Android App15.0
177880,215888,215888 0 paid_ins_organicpartnership app_ios iOS App15.0
177882,96382,96382 140 paid_ins_organicpartnership app_ios iOS App05.0
177883,195731,195731 0 paid_ins_organicpartnership app_ios iOS App15.0
177886,220384,220384 26 paid_ins_organicfriend app_ios iOS App05.0
177887,128818,128818 1 paid_ins_naversign up app_ios iOS App05.0
177888,194530,194530 73 Referralfriend desktop Web05.0
177889,34802,34802 0 paid_ins_organicsign up app_android Android App15.0
177895,176636,176636 0 paid_ins_organicpartnership app_ios iOS App15.0
177896,40417,40417 91 paid_ins_organicsign up app_ios iOS App05.0
177897,58947,58947 1 paid_ins_organicfriend app_ios iOS App05.0
177898,78376,78376 0 paid_ins_organicfriend app_ios iOS App15.0
177899,188496,188496 251 Directsign up desktop Web05.0
177902,38382,38382 177 paid_ins_restrictedsign up app_ios iOS App05.0
177903,17463,17463 0 paid_ins_organicsign up app_ios iOS App15.0
177904,174886,174886 0 paid_ins_organicfriend app_ios iOS App15.0
177907,18655,18655 0 paid_ins_Apple Search Adssign up app_ios iOS App15.0
177909,44125,44125 47 Paid Searchfriend mobile_android Web05.0
177910,118358,118358 120 paid_ins_organicsign up app_android Android App05.0
177911,73275,73275 0 paid_ins_organicsign up app_ios iOS App15.0
177912,158087,158087 286 Extensionebbonus5 extension Browser Extension05.0
177913,8346,8346 45 paid_ins_organicsign up app_android Android App05.0
177914,8175,8175 0 paid_ins_organicfriend app_android Android App15.0
177915,42489,42489 229 paid_ins_organicvipbonus app_android Android App05.0
177916,116282,116282 0 Directpartnership app_ios iOS App15.0
177920,145738,145738 0 paid_ins_organicsign up app_ios iOS App15.0
177921,175309,175309 1 paid_ins_organicsign up app_ios iOS App05.0
177923,54223,54223 262 Directebbonus5 desktop Web05.0
177924,39952,39952 246 Directebbonus5 mobile_android Web05.0
177925,66387,66387 0 paid_ins_naverpartnership app_ios iOS App15.0
177926,104885,104885 0 Directsign up app_ios iOS App15.0
177927,92014,92014 79 Directsign up app_ios iOS App05.0
177930,113269,113269 0 paid_ins_organicfriend app_ios iOS App12.5
177933,83370,83370 0 paid_ins_organicfriend app_ios iOS App12.5
177935,149936,149936 1 paid_ins_af_bannerfriend app_ios iOS App02.5
177936,8956,8956 2 paid_ins_restrictedsign up app_ios iOS App02.5
177937,224434,224434 1 paid_rtg_criteonew_intsign up app_android Android App02.5
177938,124010,124010 28 paid_ins_organicfriend app_ios iOS App02.5
177939,246429,246429 8 paid_ins_organicpartnership app_ios iOS App02.5
177940,4599,4599 282 Directebbonus5 app_ios iOS App02.5
177941,230723,230723 1 paid_ins_organicfriend app_ios iOS App02.5
177942,197552,197552 0 paid_ins_organicfriend app_ios iOS App12.5
177943,225837,225837 326 paid_ins_organicsign up app_android Android App02.5
177944,58663,58663 51 paid_ins_organicfriend app_android Android App02.5
177946,23158,23158 0 paid_ins_organicsign up app_ios iOS App12.5
177947,149568,149568 137 paid_ins_organicsign up app_android Android App02.5
177948,68673,68673 245 paid_ins_organicvisa app_ios iOS App02.5
177949,19377,19377 0 paid_ins_organicsign up app_ios iOS App12.5
177951,190616,190616 0 paid_ins_organicfriend app_ios iOS App12.5
177953,55610,55610 9 paid_ins_organicsign up app_ios iOS App02.5
177954,163782,163782 2 paid_ins_Facebook Adssign up app_android Android App02.5
177955,81155,81155 1 paid_ins_organicfriend app_ios iOS App02.5
177956,27257,27257 0 paid_ins_af_bannersign up app_ios iOS App12.5
177957,36464,36464 13 paid_ins_organicfriend app_ios iOS App02.5
177958,107441,107441 95 paid_ins_organicsign up app_ios iOS App02.5
177959,33068,33068 7 paid_ins_organicfriend app_ios iOS App02.5
177960,130655,130655 74 paid_ins_organicsign up app_ios iOS App02.5
177961,185178,185178 94 paid_ins_organicpartnership app_ios iOS App02.5
177962,234165,234165 8 paid_ins_organicfriend app_ios iOS App02.5
177963,75141,75141 171 paid_ins_organicpartnership app_android Android App02.5
177964,52775,52775 37 paid_ins_organicsign up app_ios iOS App02.5
177966,140256,140256 305 Directebbonus5 app_ios iOS App02.5
177967,37288,37288 0 paid_ins_organicsign up app_android Android App12.5
177968,229718,229718 210 paid_ins_organicebbonus5 app_ios iOS App02.5
177969,63948,63948 310 paid_ins_organicebbonus5 app_ios iOS App02.5
177971,78781,78781 0 paid_ins_Facebook Adssign up app_ios iOS App12.5
177972,111334,111334 52 paid_ins_Facebook Adssign up app_android Android App02.5
177973,44308,44308 93 paid_ins_gnmperformanckrsign up app_ios iOS App02.5
177975,56773,56773 4 paid_ins_organicfriend app_ios iOS App02.5
177976,184579,184579 78 paid_ins_Facebook Adssign up app_ios iOS App02.5
177977,7683,7683 21 paid_ins_af_bannersign up app_ios iOS App02.5
177979,82014,82014 257 paid_rtg_googleadwords_intsign up app_ios iOS App02.5
177980,78521,78521 24 paid_ins_organicfriend app_ios iOS App02.5
177981,217403,217403 24 paid_ins_organicsign up app_android Android App02.5
177986,159269,159269 178 paid_ins_organicfriend app_android Android App02.5
177987,32799,32799 322 paid_ins_af_bannerebbonus5 app_ios iOS App02.5
177988,79239,79239 7 paid_ins_organicfriend app_ios iOS App02.5
177989,143472,143472 0 paid_ins_organicfriend app_ios iOS App12.5
177991,130522,130522 218 Directsamsung10000 app_android Android App02.5
177993,7852,7852 51 paid_ins_organicpartnership app_ios iOS App02.5
177994,55825,55825 0 paid_ins_organicfriend app_ios iOS App12.5
177996,6900,6900 3 paid_ins_organicsign up app_ios iOS App02.5
177997,177554,177554 1 paid_ins_organicfriend app_ios iOS App02.5
177998,44109,44109 325 paid_ins_organicebbonus5 app_android Android App02.5
177999,185163,185163 7 Directpartnership app_ios iOS App02.5
178000,152690,152690 0 paid_ins_organicfriend app_ios iOS App12.5
178001,40100,40100 4 paid_ins_organicsign up app_ios iOS App02.5
178002,96842,96842 0 paid_ins_organicfriend app_ios iOS App12.5
178003,140006,140006 82 paid_ins_af_bannersign up app_ios iOS App02.5
178004,184663,184663 188 paid_ins_organicebbonus5 app_ios iOS App02.5
178005,71807,71807 241 paid_ins_Facebook Adsebbonus5 app_ios iOS App02.5
178006,189864,189864 273 paid_ins_organicebbonus5 app_ios iOS App02.5
178009,196448,196448 261 paid_ins_organicebbonus5 app_ios iOS App02.5
178010,63226,63226 261 paid_ins_organicvipbonus app_ios iOS App02.5
178012,230097,230097 281 paid_ins_organicebbonus5 app_ios iOS App02.5
178013,224661,224661 0 Directsign up app_android Android App12.5
178014,204827,204827 0 paid_ins_organicfriend app_ios iOS App12.5
178015,36380,36380 2 paid_ins_organicfriend app_ios iOS App02.5
178018,234868,234868 0 paid_ins_organicpartnership app_android Android App12.5
178020,175735,175735 0 Directfriend app_ios iOS App12.5
178021,67869,67869 0 paid_ins_organicpartnership app_ios iOS App12.5
178022,122591,122591 318 paid_ins_organicsign up app_android Android App02.5
178023,146461,146461 0 paid_ins_organicfriend app_ios iOS App12.5
178024,97725,97725 58 paid_ins_Facebook Adssign up app_ios iOS App02.5
178025,222135,222135 0 paid_ins_organicfriend app_ios iOS App12.5
178026,168240,168240 0 paid_ins_organicfriend app_ios iOS App12.5
178027,170375,170375 27 paid_ins_organicfriend app_ios iOS App02.5
178028,73170,73170 126 paid_ins_organicsign up app_ios iOS App02.5
178029,82060,82060 6 paid_ins_organicpartnership app_android Android App02.5
178030,231006,231006 33 paid_ins_organicsign up app_android Android App02.5
178031,117334,117334 0 paid_ins_organicpartnership app_ios iOS App12.5
178032,17311,17311 261 paid_ins_organicebbonus5 app_ios iOS App02.5
178033,241029,241029 0 paid_ins_organicfriend app_ios iOS App12.5
178034,26899,26899 0 paid_ins_organicfriend app_ios iOS App12.5
178035,77043,77043 280 paid_ins_organicsign up app_ios iOS App02.5
178036,82329,82329 341 Directebbonus5 app_android Android App02.5
178039,78798,78798 147 paid_ins_organicpartnership app_ios iOS App02.5
178040,88374,88374 0 paid_ins_organicfriend app_ios iOS App12.5
178042,249097,249097 0 paid_ins_organicfriend app_ios iOS App12.5
178045,206119,206119 78 paid_ins_Facebook Adssign up app_android Android App02.5
178046,150730,150730 0 paid_ins_organicfriend app_ios iOS App12.5
178047,51879,51879 1 paid_ins_organicfriend app_android Android App02.5
178048,155671,155671 122 paid_ins_naversign up app_ios iOS App02.5
178049,90260,90260 160 Directsign up app_android Android App02.5
178050,45491,45491 130 paid_ins_organicsign up app_ios iOS App02.5
178051,208143,208143 187 paid_ins_Apple Search Adspartnership app_ios iOS App02.5
178052,194757,194757 277 paid_ins_organicebbonus5 app_ios iOS App02.5
178053,81157,81157 292 paid_ins_organicebbonus5 app_ios iOS App02.5
178054,73154,73154 306 paid_ins_organicebbonus5 app_ios iOS App02.5
178055,245196,245196 75 paid_ins_organicfriend app_ios iOS App02.5
178058,38524,38524 0 paid_ins_organicfriend app_ios iOS App12.5
178059,163085,163085 213 paid_ins_organicstarapp app_ios iOS App02.5
178060,218545,218545 39 paid_ins_organicfriend app_ios iOS App02.5
178061,198112,198112 14 paid_ins_organicfriend app_android Android App02.5
178062,219424,219424 1 paid_ins_organicfriend app_ios iOS App02.5
178064,74713,74713 289 Directebbonus5 app_ios iOS App02.5
178065,164401,164401 217 paid_ins_organicvipbonus app_ios iOS App02.5
178066,140110,140110 4 paid_ins_organicfriend app_ios iOS App02.5
178067,27301,27301 2 paid_rtg_Facebook Adsfriend app_ios iOS App02.5
178068,160016,160016 214 Directsign up app_android Android App02.5
178069,23319,23319 0 paid_ins_organicfriend app_ios iOS App12.5
178071,120867,120867 119 paid_ins_organicfriend app_ios iOS App02.5
178072,168942,168942 270 paid_ins_organicfriend app_android Android App02.5
178073,218934,218934 324 paid_ins_organicebbonus5 app_ios iOS App02.5
178074,88540,88540 6 paid_ins_organicfriend app_ios iOS App02.5
178075,119515,119515 1 paid_ins_organicfriend app_ios iOS App02.5
178076,50083,50083 15 paid_ins_organicfriend app_ios iOS App02.5
178077,140343,140343 315 paid_ins_organicebbonus5 app_ios iOS App02.5
178079,86602,86602 1 paid_ins_organicsign up app_ios iOS App02.5
178080,34787,34787 179 paid_ins_organicsign up app_ios iOS App02.5
178081,31148,31148 173 paid_ins_organicsamsung10000 app_ios iOS App02.5
178082,120349,120349 16 paid_ins_organicfriend app_ios iOS App02.5
178083,47339,47339 0 paid_ins_organicfriend app_ios iOS App117.0
178084,56793,56793 154 paid_ins_organicpartnership app_ios iOS App017.0
178087,212116,212116 324 paid_ins_organicebbonus5 app_ios iOS App017.0
178088,117573,117573 117 paid_ins_organicsign up app_ios iOS App017.0
178090,76169,76169 0 paid_ins_organicfriend app_android Android App117.0
178091,198701,198701 3 paid_ins_organicpartnership app_android Android App017.0
178092,188080,188080 1 paid_ins_organicsign up app_ios iOS App017.0
178093,139038,139038 15 paid_ins_organicpartnership app_ios iOS App017.0
178094,66826,66826 27 Directpartnership app_android Android App017.0
178095,39483,39483 13 paid_ins_af_bannersign up app_ios iOS App017.0
178098,140680,140680 129 paid_ins_organicfriend app_ios iOS App017.0
178099,98721,98721 12 Directsign up app_ios iOS App017.0
178101,136673,136673 7 paid_ins_organicsign up app_ios iOS App017.0
178102,12700,12700 187 Directebbonus5 app_android Android App017.0
178103,69949,69949 265 Directebbonus5 app_android Android App017.0
178104,150467,150467 185 paid_ins_organicebbonus5 app_ios iOS App017.0
178106,154931,154931 0 Directsign up app_android Android App117.0
178107,149830,149830 0 paid_ins_organicfriend app_android Android App117.0
178108,137195,137195 244 Organic Searchebbonus5 desktop Web017.0
178109,186018,186018 25 paid_ins_organicsign up app_android Android App017.0
178110,114197,114197 0 paid_ins_googleadwords_intsign up app_android Android App117.0
178111,32733,32733 0 paid_ins_organicfriend app_ios iOS App117.0
178112,201220,201220 234 paid_ins_organicsign up app_android Android App017.0
178113,151539,151539 300 paid_ins_organicsign up app_android Android App017.0
178114,235790,235790 261 paid_ins_organicvipbonus app_ios iOS App017.0
178115,52025,52025 136 paid_ins_organicfriend app_android Android App017.0
178116,237101,237101 290 Newsletterebbonus5 desktop Web017.0
178117,140057,140057 0 paid_ins_organicfriend app_android Android App117.0
178118,185399,185399 1 paid_ins_organicfriend app_ios iOS App017.0
178119,13505,13505 289 paid_ins_organicsign up app_ios iOS App017.0
178120,162452,162452 9 paid_ins_organicfriend app_ios iOS App017.0
178121,140151,140151 36 paid_ins_organicpartnership app_ios iOS App017.0
178122,189051,189051 276 paid_ins_organicvipbonus app_android Android App017.0
178123,152506,152506 0 paid_ins_googleadwords_intsign up app_android Android App117.0
178124,48378,48378 8 paid_ins_organicfriend app_android Android App017.0
178128,235091,235091 0 paid_ins_organicfriend app_ios iOS App117.0
178129,166481,166481 0 paid_ins_Facebook Adssign up app_ios iOS App117.0
178130,118596,118596 276 paid_ins_organicsign up app_ios iOS App017.0
178131,241005,241005 97 paid_ins_organicsign up app_android Android App017.0
178133,203411,203411 0 paid_ins_organicsign up app_ios iOS App117.0
178134,13603,13603 2 paid_ins_organicsign up app_android Android App017.0
178135,42912,42912 37 paid_ins_organicpartnership app_ios iOS App017.0
178136,179575,179575 82 paid_ins_organicsign up app_android Android App017.0
178137,245286,245286 0 paid_ins_organicsign up app_android Android App117.0
178139,222370,222370 2 paid_ins_organicsign up app_ios iOS App017.0
178140,91245,91245 0 paid_ins_organicpartnership app_android Android App117.0
178142,195154,195154 0 paid_ins_organicpartnership app_ios iOS App117.0
178144,174533,174533 0 paid_ins_organicpartnership app_android Android App117.0
178146,34587,34587 88 paid_ins_organicsign up app_android Android App017.0
178147,231651,231651 0 paid_ins_af_bannersign up app_ios iOS App117.0
178148,245918,245918 2 Directsign up app_android Android App017.0
178153,44107,44107 308 Paid Searchebbonus5 desktop Web017.0
178154,155827,155827 1 paid_ins_organicsign up app_android Android App017.0
178155,13967,13967 14 paid_ins_organicsign up app_ios iOS App017.0
178156,9913,9913 3 Directfriend app_android Android App017.0
178157,75563,75563 247 paid_ins_organicebbonus5 app_android Android App017.0
178158,16619,16619 284 Directebbonus5 desktop Web017.0
178159,14934,14934 0 paid_ins_organicfriend app_android Android App117.0
178160,88763,88763 1 paid_ins_organicfriend app_ios iOS App017.0
178164,144559,144559 273 Extensionsign up extension Browser Extension03.0
178171,40410,40410 195 Extensionebbonus5 extension Browser Extension03.0
178173,249173,249173 324 Extensionebbonus5 extension Browser Extension03.0
178178,78874,78874 331 Extensionebbonus5 extension Browser Extension03.0
178184,211780,211780 291 Directebbonus5 desktop Web03.0
178188,171828,171828 245 Extensionebbonus5 extension Browser Extension03.0
178189,144090,144090 304 Displayebbonus5 desktop Web01.0
178198,29270,29270 80 Directpartnership app_android Android App01.0
178199,146247,146247 246 paid_ins_af_bannerebbonus5 app_ios iOS App01.0
178200,51002,51002 171 Directebbonus5 mobile_ios Web01.0
178201,100194,100194 0 paid_ins_af_bannerfriend app_ios iOS App11.0
178204,31785,31785 212 paid_ins_organicsign up app_ios iOS App01.0
178205,77328,77328 0 paid_ins_Facebook Adssign up app_android Android App11.0
178208,60797,60797 253 Extensionebbonus5 extension Browser Extension01.0
178209,227632,227632 212 paid_ins_organicvisa app_ios iOS App01.0
178210,126052,126052 1 paid_ins_organicsign up app_ios iOS App01.0
178211,145426,145426 0 Directsign up desktop Web11.0
178212,54521,54521 93 Directsign up app_android Android App01.0
178213,87777,87777 241 paid_ins_organicebbonus5 app_ios iOS App01.0
178215,44290,44290 48 Directfriend desktop Web01.0
178216,197757,197757 257 paid_ins_organicebbonus5 app_android Android App01.0
178217,138472,138472 249 Directebbonus5 desktop Web01.0
178219,197638,197638 43 Directfriend app_android Android App01.0
178221,19300,19300 147 Paid Searchebbonus5 mobile_ios Web01.0
178223,129348,129348 26 paid_ins_af_bannersign up app_android Android App01.0
178224,48998,48998 45 paid_rtg_criteonew_intsign up app_android Android App01.0
178226,196476,196476 7 paid_rtg_criteonew_intsign up app_android Android App01.0
178228,243675,243675 0 paid_ins_organicpartnership app_ios iOS App11.0
178229,172990,172990 207 Organic Searchebbonus5 desktop Web01.0
178230,192985,192985 0 paid_ins_organicfriend app_ios iOS App11.0
178231,127704,127704 87 Directsign up app_android Android App01.0
178233,114414,114414 82 Directfriend app_android Android App01.0
178235,37226,37226 32 Directsign up app_android Android App01.0
178236,183179,183179 102 paid_ins_organicsign up app_ios iOS App01.0
178237,107741,107741 0 paid_rtg_criteonew_intsign up app_android Android App11.0
178238,83648,83648 240 Directebbonus5 app_ios iOS App01.0
178240,245368,245368 267 paid_ins_organicebbonus5 app_android Android App01.0
178242,208405,208405 1 paid_ins_organicpartnership app_android Android App01.0
178243,145918,145918 27 paid_rtg_criteonew_intpartnership app_android Android App01.0
178246,184609,184609 23 paid_ins_organicfriend app_ios iOS App01.0
178248,134642,134642 100 paid_ins_organicfriend app_ios iOS App01.0
178249,36704,36704 293 Extensionebbonus5 extension Browser Extension01.0
178250,130631,130631 3 paid_ins_organicfriend app_ios iOS App01.0
178253,98835,98835 23 Directsign up app_android Android App01.0
178258,190908,190908 267 Extensionvipbonus extension Browser Extension01.0
178260,165571,165571 60 paid_rtg_criteonew_intsign up app_android Android App01.0
178261,130727,130727 0 paid_ins_organicpartnership app_ios iOS App11.0
178263,176424,176424 37 paid_rtg_criteonew_intfriend app_android Android App01.0
178264,248689,248689 311 paid_rtg_criteonew_intebbonus5 app_android Android App01.0
178265,17028,17028 335 Extensionebbonus5 extension Browser Extension01.0
178266,51278,51278 7 paid_rtg_criteonew_intsign up app_android Android App01.0
178267,205783,205783 90 Directsign up app_android Android App01.0
178268,225164,225164 0 paid_ins_organicsign up app_ios iOS App11.0
178269,245177,245177 232 Directebbonus5 app_android Android App01.0
178270,125458,125458 149 paid_ins_organicpartnership app_android Android App01.0
178271,227728,227728 75 paid_ins_organicfriend app_ios iOS App01.0
178272,225047,225047 57 Directsign up app_android Android App01.0
178273,183460,183460 265 Directebbonus5 mobile_android Web01.0
178274,189573,189573 319 Newsletterebbonus5 desktop Web01.0
178275,215397,215397 15 paid_rtg_criteonew_intsign up app_android Android App01.0
178277,212330,212330 228 Directebbonus5 app_android Android App01.0
178278,208851,208851 76 paid_rtg_criteonew_intsign up app_android Android App01.0
178279,35978,35978 237 Organic Searchebbonus5 desktop Web01.0
178281,232659,232659 5 paid_rtg_criteonew_intsign up app_android Android App01.0
178282,231394,231394 137 paid_ins_organicfriend app_android Android App01.0
178283,210535,210535 232 paid_rtg_criteonew_intsamsung10000 app_android Android App01.0
178284,70108,70108 14 Directfriend app_android Android App01.0
178285,24715,24715 21 paid_ins_organicfriend app_ios iOS App01.0
178289,78915,78915 165 paid_ins_organicsign up app_android Android App01.0
178291,88196,88196 10 paid_rtg_criteonew_intfriend app_android Android App01.0
178292,87718,87718 4 paid_rtg_criteonew_intfriend app_android Android App01.0
178293,73892,73892 41 Directpartnership app_android Android App01.0
178295,4695,4695 1 paid_ins_organicpartnership app_ios iOS App01.0
178296,140807,140807 0 paid_ins_organicsign up app_ios iOS App11.0
178297,208975,208975 323 paid_rtg_criteonew_intebbonus5 app_android Android App01.0
178299,99945,99945 112 paid_rtg_criteonew_intsign up app_android Android App01.0
178300,141239,141239 4 paid_rtg_criteonew_intsign up app_android Android App01.0
178301,136445,136445 12 Directsign up app_android Android App01.0
178306,39929,39929 38 paid_ins_af_bannersign up app_android Android App01.0
178307,200927,200927 0 paid_ins_organicsign up app_ios iOS App11.0
178308,160731,160731 0 paid_ins_af_bannersign up app_ios iOS App11.0
178309,125413,125413 189 paid_rtg_criteonew_intebbonus5 app_android Android App01.0
178310,54388,54388 47 Displaysign up desktop Web01.0
178311,117977,117977 297 paid_ins_organicfriend app_android Android App01.0
178312,185711,185711 300 paid_ins_organicvipbonus app_ios iOS App01.0
178314,191638,191638 6 paid_ins_organicpartnership app_ios iOS App01.0
178315,58025,58025 5 paid_ins_organicpartnership app_android Android App01.0
178316,195600,195600 45 paid_rtg_criteonew_intfriend app_android Android App01.0
178319,208349,208349 16 paid_ins_organicsign up app_android Android App01.0
178321,90574,90574 293 paid_ins_organicebbonus5 app_ios iOS App01.0
178322,221096,221096 309 Directebbonus5 desktop Web01.0
178324,61382,61382 265 Newsletterebbonus5 desktop Web01.0
178326,5978,5978 19 paid_ins_organicsign up app_ios iOS App01.0
178327,45473,45473 11 paid_ins_organicfriend app_android Android App01.0
178328,94881,94881 0 paid_ins_organicpartnership app_ios iOS App11.0
178330,143840,143840 271 Extensionebbonus5 extension Browser Extension03.0
178333,246441,246441 180 Newslettersign up desktop Web03.0
